delivery_id,order_id,delivery_status,delivery_time,rider_id
159,159,Delivered,02:20:00,133
160,160,Delivered,09:00:00,280
161,161,Delivered,05:00:00,211
162,162,Delivered,02:00:00,217
163,163,Delivered,14:00:00,252
164,164,Delivered,00:40:00,274
165,165,Delivered,09:20:00,298
166,166,Delivered,09:40:00,265
167,167,Delivered,04:40:00,287
168,168,Delayed,09:40:00,300
169,169,Delivered,21:40:00,186
170,170,Delivered,12:20:00,90
171,171,Delivered,12:00:00,262
172,172,Delayed,04:00:00,51
173,173,Delivered,08:20:00,168
174,174,Delivered,09:20:00,233
175,175,Delivered,12:20:00,88
176,176,Delivered,16:00:00,107
177,177,Delivered,20:00:00,160
178,178,On Time,12:20:00,183
179,179,Not Delivered,22:40:00,7
180,180,Delivered,18:40:00,179
181,181,Delivered,22:00:00,206
182,182,Delivered,05:00:00,3
183,183,Delivered,03:20:00,198
184,184,Delivered,10:20:00,287
185,185,Delivered,23:40:00,296
186,186,Delivered,04:40:00,83
187,187,Delivered,17:00:00,269
188,188,Delivered,14:40:00,110
189,189,Delivered,18:20:00,258
190,190,Delivered,12:20:00,237
191,191,Delivered,11:40:00,40
192,192,Delivered,14:20:00,32
193,193,Delivered,10:20:00,117
194,194,Delivered,22:40:00,106
195,195,Delivered,16:20:00,27
196,196,Delivered,05:20:00,245
197,197,On Time,15:00:00,133
198,198,Delivered,07:40:00,255
199,199,Not Delivered,02:20:00,76
200,200,Delivered,10:20:00,17
201,201,Not Delivered,12:20:00,198
202,202,On Time,02:00:00,208
203,203,Delivered,12:20:00,26
204,204,Delayed,16:00:00,264
205,205,Delivered,05:20:00,102
206,206,Delivered,08:20:00,38
207,207,Delivered,08:00:00,97
208,208,Delivered,04:20:00,30
209,209,Delivered,17:00:00,109
210,210,Delivered,02:40:00,213
211,211,Delivered,23:00:00,212
212,212,Delivered,21:40:00,1
213,213,Delivered,16:40:00,100
214,214,Delivered,01:20:00,27
215,215,Delivered,16:00:00,210
216,216,Not Delivered,07:40:00,295
217,217,Delayed,15:00:00,81
218,218,Delivered,19:00:00,104
219,219,Delivered,00:00:00,67
220,220,Not Delivered,19:20:00,59
221,221,Delivered,09:20:00,4
222,222,Delivered,04:40:00,142
223,223,Delivered,20:00:00,171
224,224,Delivered,05:20:00,16
225,225,Delivered,01:20:00,117
226,226,Delivered,12:40:00,188
227,227,Delivered,20:00:00,45
228,228,Delayed,16:00:00,220
229,229,Delivered,05:00:00,275
230,230,Delivered,12:20:00,107
231,231,Delivered,01:40:00,294
232,232,Delivered,01:40:00,151
233,233,Delivered,04:20:00,51
234,234,Delivered,12:40:00,268
235,235,Delayed,06:20:00,8
236,236,Delivered,21:00:00,137
237,237,Delivered,03:40:00,233
238,238,Delivered,14:40:00,243
239,239,Delivered,03:40:00,225
240,240,Delivered,18:40:00,270
241,241,Delivered,10:40:00,271
242,242,Delivered,07:40:00,275
243,243,Delivered,03:20:00,155
244,244,Delivered,13:00:00,107
245,245,Delivered,06:40:00,124
246,246,Delivered,19:40:00,238
247,247,Delivered,18:20:00,30
248,248,Delivered,14:20:00,174
249,249,Delivered,18:00:00,224
250,250,Delayed,22:40:00,241
251,251,Delivered,19:40:00,101
252,252,Delayed,07:00:00,259
253,253,On Time,13:40:00,46
254,254,Delivered,01:00:00,296
255,255,Delivered,03:40:00,91
256,256,Delivered,20:40:00,52
257,257,Delayed,20:00:00,248
258,258,Delivered,10:00:00,171
259,259,Delivered,17:20:00,99
260,260,Delivered,12:40:00,224
261,261,Delivered,09:20:00,128
262,262,Delivered,05:00:00,36
263,263,Not Delivered,11:20:00,220
264,264,Delivered,10:40:00,241
265,265,Delivered,04:40:00,40
266,266,Delivered,06:20:00,252
267,267,Delivered,08:20:00,61
268,268,Delivered,09:40:00,263
269,269,Delayed,05:40:00,186
270,270,Delivered,23:40:00,113
271,271,Delivered,21:20:00,75
272,272,Delivered,12:20:00,156
273,273,Delivered,00:20:00,119
274,274,Delivered,17:20:00,25
275,275,Delayed,01:40:00,243
276,276,Delivered,17:00:00,215
277,277,Delivered,15:20:00,79
278,278,On Time,22:00:00,114
279,279,Not Delivered,21:00:00,172
280,280,Delivered,17:00:00,117
281,281,Delivered,21:20:00,116
282,282,Delivered,01:40:00,113
283,283,Delivered,18:20:00,147
284,284,Delivered,20:40:00,89
285,285,Delivered,21:20:00,39
286,286,Delivered,02:40:00,8
287,287,On Time,18:00:00,71
288,288,Delivered,23:00:00,88
289,289,Delivered,09:40:00,253
290,290,Delivered,07:40:00,37
291,291,Delivered,07:00:00,158
292,292,Delivered,01:00:00,18
293,293,Delayed,14:40:00,74
294,294,Delivered,08:20:00,5
295,295,Delivered,20:20:00,292
296,296,Delivered,12:40:00,245
297,297,Delivered,09:00:00,121
298,298,Delivered,11:20:00,265
299,299,Delivered,17:00:00,228
300,300,Delivered,01:20:00,253
301,301,Delivered,11:40:00,161
302,302,Delivered,02:40:00,288
303,303,Delivered,04:00:00,202
304,304,Delivered,13:40:00,274
305,305,Delivered,17:00:00,81
306,306,Delivered,13:00:00,10
307,307,Delayed,13:20:00,181
308,308,Delivered,11:40:00,206
309,309,Delivered,13:20:00,213
310,310,Delivered,21:40:00,225
311,311,Delivered,04:00:00,69
312,312,Delivered,16:40:00,55
313,313,Delivered,00:00:00,174
314,314,Delivered,17:40:00,181
315,315,Delivered,06:00:00,139
316,316,Delivered,10:40:00,120
317,317,Delivered,16:00:00,243
318,318,Delayed,21:00:00,127
319,319,Not Delivered,06:40:00,136
320,320,Delivered,20:40:00,111
321,321,Delayed,11:20:00,180
322,322,Not Delivered,21:00:00,241
323,323,Delivered,09:40:00,6
324,324,Delivered,17:00:00,194
325,325,Delivered,17:40:00,233
326,326,Delivered,20:20:00,160
327,327,Delivered,12:40:00,125
328,328,Delivered,19:00:00,175
329,329,Delivered,09:40:00,132
330,330,Delivered,21:40:00,290
331,331,Delivered,13:20:00,290
332,332,Delayed,07:20:00,109
333,333,Delivered,17:20:00,163
334,334,Delivered,16:20:00,39
335,335,Delivered,11:40:00,100
336,336,Delivered,06:20:00,49
337,337,Delayed,10:20:00,207
338,338,Not Delivered,05:20:00,229
339,339,Delivered,09:00:00,139
340,340,Delivered,11:20:00,243
341,341,Not Delivered,22:20:00,31
342,342,Delivered,13:20:00,258
343,343,Delivered,15:20:00,281
344,344,Delivered,01:20:00,159
345,345,Delivered,00:40:00,240
346,346,Delivered,18:20:00,165
347,347,Delivered,18:20:00,137
348,348,Delivered,15:00:00,10
349,349,Delivered,10:40:00,188
350,350,Delivered,05:00:00,252
351,351,Delivered,21:20:00,189
352,352,Delivered,17:20:00,21
353,353,Delivered,04:20:00,54
354,354,On Time,04:40:00,95
355,355,Delivered,11:20:00,232
356,356,Delivered,20:40:00,63
357,357,Not Delivered,22:20:00,193
358,358,Delayed,07:40:00,57
359,359,Delivered,18:40:00,232
360,360,Delivered,11:40:00,253
361,361,Delivered,17:20:00,259
362,362,Delivered,16:20:00,280
363,363,Delivered,11:20:00,53
364,364,Delivered,15:00:00,260
365,365,Delivered,18:40:00,125
366,366,On Time,19:00:00,124
367,367,Delivered,14:00:00,230
368,368,Delivered,00:40:00,135
369,369,Delivered,04:00:00,65
370,370,Delivered,12:20:00,204
371,371,Delivered,06:00:00,69
372,372,Delivered,16:20:00,33
373,373,Delivered,23:20:00,217
374,374,Delivered,16:20:00,184
375,375,Delivered,14:20:00,217
376,376,Delivered,02:40:00,21
377,377,Delivered,13:00:00,192
378,378,Delivered,02:00:00,158
379,379,Delivered,14:00:00,99
380,380,Delivered,03:20:00,300
381,381,Delivered,09:40:00,59
382,382,Delayed,18:20:00,110
383,383,Not Delivered,18:00:00,147
384,384,On Time,04:40:00,56
385,385,Delivered,19:20:00,9
386,386,Delivered,10:00:00,131
387,387,Delivered,14:00:00,179
388,388,Delivered,22:00:00,82
389,389,Delivered,17:20:00,59
390,390,Delivered,05:20:00,24
391,391,Delivered,14:20:00,185
392,392,Delivered,00:00:00,86
393,393,Delivered,07:40:00,279
394,394,Delivered,15:40:00,101
395,395,Delivered,14:40:00,211
396,396,Delivered,03:00:00,109
397,397,Delivered,15:40:00,191
398,398,Delivered,08:00:00,74
399,399,Delivered,05:40:00,183
400,400,Delivered,22:40:00,133
401,401,Delivered,10:40:00,47
402,402,Delivered,15:00:00,66
403,403,Delivered,16:00:00,249
404,404,Delivered,04:40:00,59
405,405,Delivered,22:20:00,159
406,406,Delivered,15:00:00,209
407,407,Delayed,00:40:00,22
408,408,Delivered,17:00:00,272
409,409,Not Delivered,10:20:00,139
410,410,Delivered,23:20:00,11
411,411,Delivered,10:00:00,182
412,412,Delivered,19:00:00,177
413,413,Delivered,09:40:00,1
414,414,Delivered,02:00:00,46
415,415,Not Delivered,00:40:00,91
416,416,Delivered,01:00:00,212
417,417,Delivered,11:20:00,237
418,418,Delivered,03:00:00,77
419,419,Delivered,02:00:00,31
420,420,Delivered,03:20:00,48
421,421,Delivered,02:20:00,41
422,422,Delayed,14:00:00,112
423,423,Delivered,16:40:00,23
424,424,Delivered,07:40:00,36
425,425,Delivered,06:00:00,116
426,426,Delivered,13:20:00,288
427,427,Delivered,23:00:00,102
428,428,Delivered,23:40:00,231
429,429,On Time,15:00:00,216
430,430,Delayed,01:20:00,200
431,431,Delivered,06:00:00,32
432,432,Delivered,07:40:00,88
433,433,Delivered,18:20:00,5
434,434,Delivered,06:20:00,114
435,435,Delivered,10:20:00,227
436,436,Delayed,18:00:00,96
437,437,Delivered,09:20:00,105
438,438,Delivered,18:00:00,162
439,439,Delivered,05:00:00,162
440,440,Delivered,06:20:00,175
441,441,Delivered,06:40:00,57
442,442,Delivered,22:00:00,2
443,443,Delivered,18:20:00,252
444,444,Delivered,08:40:00,190
445,445,Delivered,14:40:00,142
446,446,Delivered,10:40:00,25
447,447,Not Delivered,11:00:00,258
448,448,Delivered,21:40:00,52
449,449,Delivered,00:20:00,81
450,450,Delivered,05:20:00,200
451,451,Delayed,20:00:00,245
452,452,Delivered,07:40:00,111
453,453,Delivered,08:20:00,8
454,454,Delivered,18:00:00,45
455,455,Delivered,17:00:00,81
456,456,Delivered,06:20:00,102
457,457,Delivered,07:20:00,249
458,458,Delivered,03:20:00,3
459,459,Delivered,22:40:00,139
460,460,Delivered,00:40:00,111
461,461,Delivered,10:20:00,110
462,462,Delivered,10:20:00,109
463,463,Not Delivered,08:20:00,275
464,464,Not Delivered,12:20:00,107
465,465,Delivered,08:20:00,200
466,466,Delivered,19:40:00,181
467,467,Not Delivered,23:20:00,72
468,468,Delivered,19:20:00,106
469,469,Delivered,08:40:00,245
470,470,Delayed,05:20:00,53
471,471,Delivered,02:20:00,125
472,472,Delivered,09:00:00,296
473,473,Delivered,07:20:00,230
474,474,Delivered,23:20:00,195
475,475,Delivered,10:20:00,244
476,476,Delivered,04:40:00,159
477,477,Delivered,22:20:00,110
478,478,Delivered,22:00:00,174
479,479,Delivered,17:00:00,129
480,480,Delivered,12:20:00,204
481,481,Delivered,16:40:00,64
482,482,Delivered,15:20:00,203
483,483,Delivered,22:40:00,300
484,484,Delivered,12:00:00,169
485,485,Delivered,11:40:00,126
486,486,Delivered,04:20:00,173
487,487,Delivered,03:00:00,102
488,488,Delayed,02:00:00,157
489,489,Delayed,02:20:00,263
490,490,Delivered,03:00:00,292
491,491,Delivered,04:00:00,106
492,492,Delivered,23:20:00,258
493,493,Delivered,03:00:00,253
494,494,Delivered,02:40:00,278
495,495,Delivered,01:00:00,140
496,496,Delivered,18:20:00,97
497,497,Delivered,14:00:00,293
498,498,Delayed,04:00:00,275
499,499,Delivered,04:40:00,36
500,500,Delivered,11:40:00,107
501,501,Delivered,09:40:00,41
502,502,Delayed,03:00:00,216
503,503,On Time,13:20:00,2
504,504,Delivered,09:40:00,262
505,505,Delivered,00:00:00,129
506,506,Delivered,07:20:00,277
507,507,Delivered,15:00:00,141
508,508,Delivered,11:20:00,247
509,509,Delivered,11:40:00,19
510,510,Delivered,00:20:00,162
511,511,Delayed,02:20:00,6
512,512,Delivered,15:40:00,86
513,513,Delayed,11:40:00,195
514,514,Delivered,15:40:00,290
515,515,Delivered,14:40:00,115
516,516,Delivered,16:40:00,38
517,517,Delivered,02:20:00,95
518,518,Delayed,18:00:00,46
519,519,Delivered,15:20:00,279
520,520,Delivered,07:20:00,259
521,521,Delivered,13:00:00,262
522,522,Not Delivered,15:40:00,220
523,523,Delivered,21:40:00,134
524,524,Delayed,12:40:00,26
525,525,Delivered,18:40:00,89
526,526,Delivered,14:00:00,97
527,527,Delayed,19:40:00,278
528,528,Delivered,09:20:00,17
529,529,Delivered,13:00:00,135
530,530,Delivered,02:40:00,134
531,531,Delivered,23:00:00,133
532,532,Delivered,14:00:00,59
533,533,Delivered,18:40:00,197
534,534,Delivered,00:20:00,232
535,535,Delivered,17:00:00,130
536,536,Not Delivered,00:20:00,264
537,537,Not Delivered,02:40:00,77
538,538,On Time,00:40:00,264
539,539,Delivered,19:00:00,53
540,540,Delayed,22:40:00,25
541,541,Delayed,12:00:00,162
542,542,Delivered,15:40:00,180
543,543,Delivered,15:00:00,105
544,544,Delayed,03:00:00,226
545,545,Delivered,05:00:00,81
546,546,Delivered,04:20:00,240
547,547,Delivered,12:20:00,67
548,548,Delivered,02:00:00,267
549,549,Delivered,17:00:00,210
550,550,Delivered,02:00:00,63
551,551,Delayed,03:40:00,28
552,552,Not Delivered,07:20:00,64
553,553,Delivered,12:00:00,189
554,554,Delivered,17:20:00,250
555,555,Delivered,05:40:00,14
556,556,Delivered,15:20:00,285
557,557,Delayed,17:40:00,290
558,558,Not Delivered,07:40:00,254
559,559,Delivered,11:40:00,284
560,560,Delivered,16:40:00,76
561,561,Delivered,06:00:00,13
562,562,Delivered,23:20:00,38
563,563,Delivered,07:20:00,53
564,564,Not Delivered,19:40:00,185
565,565,Delivered,10:20:00,258
566,566,Delivered,09:40:00,267
567,567,Delivered,19:20:00,4
568,568,Delayed,19:00:00,2
569,569,Delayed,20:40:00,90
570,570,Delayed,05:00:00,218
571,571,Delivered,09:40:00,277
572,572,Delivered,20:00:00,158
573,573,Delivered,23:00:00,204
574,574,Delivered,23:00:00,195
575,575,Delivered,11:00:00,19
576,576,Delivered,17:20:00,122
577,577,Delivered,11:00:00,298
578,578,Delivered,14:40:00,199
579,579,Not Delivered,00:00:00,15
580,580,Delivered,21:40:00,43
581,581,Delivered,08:40:00,104
582,582,Delivered,06:20:00,44
583,583,Delivered,05:20:00,250
584,584,Delivered,05:00:00,217
585,585,Delivered,06:20:00,92
586,586,Delivered,03:00:00,65
587,587,Delivered,16:20:00,247
588,588,Delivered,14:20:00,245
589,589,Delivered,21:40:00,179
590,590,Not Delivered,16:40:00,231
591,591,On Time,19:00:00,275
592,592,Delivered,14:20:00,155
593,593,Delivered,07:40:00,74
594,594,Delivered,19:20:00,99
595,595,Delivered,09:00:00,166
596,596,Delivered,00:40:00,121
597,597,Delivered,17:00:00,48
598,598,Delivered,06:00:00,136
599,599,Delivered,21:20:00,58
600,600,Delivered,21:40:00,75
601,601,Delivered,22:00:00,203
602,602,Delivered,05:40:00,295
603,603,Delivered,00:20:00,78
604,604,Delivered,06:40:00,285
605,605,Delivered,12:40:00,200
606,606,Delivered,16:20:00,245
607,607,On Time,17:00:00,243
608,608,Delivered,15:20:00,210
609,609,Delivered,08:40:00,80
610,610,Delayed,17:20:00,12
611,611,Delivered,07:00:00,123
612,612,Delivered,00:20:00,180
613,613,Delivered,21:40:00,286
614,614,Delivered,07:40:00,146
615,615,Delivered,16:00:00,112
616,616,Delivered,19:00:00,286
617,617,Delayed,12:40:00,158
618,618,Delivered,22:20:00,290
619,619,Delivered,14:00:00,111
620,620,Delivered,08:20:00,204
621,621,Delivered,17:00:00,16
622,622,Delivered,15:40:00,187
623,623,Delivered,00:20:00,178
624,624,Delivered,13:20:00,25
625,625,Delivered,03:00:00,152
626,626,Delivered,15:20:00,107
627,627,Delivered,08:20:00,83
628,628,Delivered,01:20:00,223
629,629,Delivered,20:20:00,169
630,630,Delayed,15:00:00,221
631,631,Delivered,10:40:00,222
632,632,Delivered,17:20:00,24
633,633,Delivered,11:20:00,294
634,634,Delivered,14:40:00,53
635,635,Delivered,04:20:00,4
636,636,Delivered,21:40:00,195
637,637,Delayed,22:40:00,241
638,638,Delivered,22:20:00,185
639,639,Delivered,00:40:00,155
640,640,Not Delivered,16:00:00,36
641,641,Delivered,10:20:00,244
642,642,Delivered,13:00:00,267
643,643,On Time,22:00:00,48
644,644,Delayed,05:40:00,138
645,645,Delivered,19:20:00,118
646,646,Delivered,19:40:00,214
647,647,Delivered,08:40:00,118
648,648,Delivered,15:00:00,48
649,649,Delivered,00:40:00,136
650,650,Delivered,12:00:00,56
651,651,Delivered,21:00:00,217
652,652,Delivered,16:00:00,88
653,653,Delivered,08:40:00,173
654,654,Delivered,09:40:00,18
655,655,Delivered,23:20:00,292
656,656,Delivered,23:40:00,89
657,657,Delivered,17:20:00,140
658,658,Delivered,16:20:00,198
659,659,Delivered,04:00:00,179
660,660,Delivered,18:40:00,117
661,661,Delivered,11:20:00,129
662,662,Delivered,07:40:00,88
663,663,Delivered,12:40:00,23
664,664,Delivered,01:20:00,220
665,665,Delivered,05:20:00,103
666,666,Delivered,01:20:00,132
667,667,Delivered,09:40:00,131
668,668,Delivered,17:00:00,38
669,669,Delivered,23:40:00,5
670,670,Delivered,03:00:00,72
671,671,Delayed,03:20:00,220
672,672,Delivered,19:20:00,225
673,673,Delivered,08:20:00,173
674,674,Delivered,18:00:00,151
675,675,Delayed,06:20:00,6
676,676,Delivered,15:40:00,276
677,677,On Time,07:40:00,146
678,678,Delivered,20:00:00,144
679,679,Delivered,06:40:00,209
680,680,Not Delivered,06:20:00,174
681,681,Delivered,01:00:00,219
682,682,Delivered,18:20:00,21
683,683,Delivered,01:20:00,156
684,684,Delivered,07:40:00,130
685,685,Delivered,04:00:00,191
686,686,Delayed,07:00:00,157
687,687,Delivered,01:20:00,148
688,688,Delivered,17:40:00,126
689,689,Delivered,03:40:00,5
690,690,Delivered,19:00:00,49
691,691,Delivered,11:20:00,139
692,692,Delayed,10:00:00,4
693,693,Delivered,11:40:00,150
694,694,Not Delivered,01:20:00,285
695,695,Not Delivered,18:00:00,61
696,696,Delivered,09:20:00,174
697,697,Delayed,02:00:00,145
698,698,Delivered,16:00:00,299
699,699,Delivered,00:00:00,76
700,700,Delivered,21:20:00,90
701,701,Delivered,22:00:00,35
702,702,Delivered,11:00:00,72
703,703,Delivered,22:20:00,207
704,704,Delivered,03:00:00,148
705,705,Delivered,07:40:00,204
706,706,Delivered,01:40:00,68
707,707,Delivered,04:00:00,218
708,708,Delivered,11:40:00,243
709,709,Delivered,19:00:00,129
710,710,Delivered,06:00:00,154
711,711,Not Delivered,00:20:00,296
712,712,Delivered,19:00:00,218
713,713,Delivered,09:00:00,7
714,714,Delivered,23:20:00,16
715,715,Delayed,20:00:00,247
716,716,Delivered,00:20:00,194
717,717,Delivered,15:20:00,111
718,718,Delivered,23:20:00,274
719,719,Delivered,02:00:00,197
720,720,Delivered,22:20:00,22
721,721,Delivered,06:00:00,30
722,722,Delivered,23:00:00,204
723,723,Delivered,16:40:00,160
724,724,Not Delivered,17:20:00,46
725,725,Delivered,12:00:00,225
726,726,Delivered,11:20:00,282
727,727,Delivered,06:00:00,39
728,728,Delivered,23:40:00,278
729,729,Delivered,19:00:00,159
730,730,Delivered,08:20:00,140
731,731,Delivered,15:00:00,120
732,732,Delivered,17:40:00,272
733,733,Delivered,00:40:00,84
734,734,Delivered,22:40:00,112
735,735,Delivered,04:40:00,164
736,736,Delivered,12:20:00,238
737,737,Delivered,16:00:00,236
738,738,Delivered,02:20:00,102
739,739,Delivered,12:20:00,63
740,740,Delayed,03:20:00,286
741,741,Delivered,05:00:00,158
742,742,Delivered,06:00:00,260
743,743,Delivered,16:00:00,80
744,744,Not Delivered,15:40:00,136
745,745,Delivered,02:40:00,91
746,746,Delivered,06:20:00,167
747,747,Delivered,02:00:00,14
748,748,Delivered,00:20:00,58
749,749,Not Delivered,16:20:00,226
750,750,Delivered,13:40:00,208
751,751,Delivered,17:00:00,106
752,752,On Time,14:20:00,201
753,753,Delivered,07:40:00,172
754,754,Delivered,06:40:00,275
755,755,Delivered,04:20:00,56
756,756,Delivered,20:40:00,49
757,757,Delivered,13:20:00,120
758,758,Delivered,10:20:00,54
759,759,Delivered,00:00:00,207
760,760,Delivered,12:40:00,140
761,761,Delivered,16:20:00,39
762,762,Delivered,11:20:00,212
763,763,Not Delivered,19:20:00,125
764,764,Delivered,11:00:00,180
765,765,Delivered,22:20:00,38
766,766,Not Delivered,10:40:00,164
767,767,Delivered,20:20:00,197
768,768,Delivered,07:00:00,212
769,769,Delivered,16:40:00,129
770,770,Delivered,12:00:00,85
771,771,Delayed,00:00:00,25
772,772,Delivered,09:20:00,29
773,773,Delivered,06:40:00,187
774,774,Delivered,06:00:00,253
775,775,Delivered,02:20:00,180
776,776,On Time,01:40:00,30
777,777,Delivered,19:40:00,102
778,778,Delivered,01:20:00,163
779,779,Delivered,12:20:00,12
780,780,Delivered,21:40:00,141
781,781,Delayed,00:40:00,220
782,782,Delivered,11:40:00,164
783,783,Delivered,18:20:00,30
784,784,Delivered,22:00:00,276
785,785,Delivered,02:20:00,268
786,786,Delivered,01:20:00,197
787,787,Delivered,13:20:00,275
788,788,Delivered,07:40:00,150
789,789,Delivered,23:00:00,196
790,790,Not Delivered,00:40:00,114
791,791,Delivered,11:20:00,11
792,792,Delivered,10:00:00,24
793,793,Delivered,23:00:00,13
794,794,Delivered,07:20:00,80
795,795,Delivered,18:20:00,240
796,796,Delivered,03:20:00,148
797,797,Delivered,01:40:00,65
798,798,Delivered,09:40:00,219
799,799,Delivered,23:20:00,145
800,800,Delivered,09:00:00,23
801,801,Delivered,13:40:00,122
802,802,Delivered,20:40:00,246
803,803,Delivered,15:40:00,183
804,804,Delivered,15:20:00,194
805,805,Delivered,15:40:00,39
806,806,Delivered,19:40:00,52
807,807,Delivered,15:20:00,191
808,808,On Time,15:20:00,6
809,809,Delivered,22:20:00,140
810,810,Delivered,22:00:00,265
811,811,Delivered,22:20:00,13
812,812,Delivered,23:00:00,269
813,813,Delivered,14:00:00,217
814,814,Not Delivered,13:00:00,54
815,815,Delivered,19:40:00,100
