order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
189,305,191,Cheese Burst Pizza,2025-08-06,00:00:00,Delivered,553.01
190,498,9,Peri Peri Fries,2025-12-07,13:30:00,Delivered,686.76
191,25,172,Paneer Butter Masala,2025-06-27,00:00:00,Delivered,451.27
192,234,46,Cheese Burst Pizza,2025-08-12,16:30:00,Cancelled,751.5
193,16,143,Gulab Jamun,2025-07-09,10:30:00,Delivered,437.36
194,469,246,Butter Chicken,2025-09-18,06:00:00,Delivered,712.14
195,141,216,Butter Chicken,2025-06-12,01:30:00,Delivered,640.18
196,436,181,Cheese Burst Pizza,2025-09-26,18:00:00,Delivered,578.28
197,108,176,Peri Peri Fries,2025-08-27,15:00:00,Delivered,102.09
198,420,72,Veg Biryani,2025-09-16,15:00:00,Cancelled,640.53
199,456,220,Chicken Biryani,2025-08-27,22:30:00,Delivered,353.71
200,300,128,Peri Peri Fries,2025-09-10,15:00:00,Delivered,605.0
201,339,170,Hakka Noodles,2025-04-30,03:00:00,Delivered,708.0
202,303,110,Butter Chicken,2025-02-17,12:00:00,Delivered,446.75
203,380,145,Hakka Noodles,2025-08-04,07:30:00,Cancelled,134.7
204,80,35,Peri Peri Fries,2025-02-26,04:30:00,Cancelled,632.91
205,76,159,Paneer Butter Masala,2025-10-06,10:30:00,Delivered,396.47
206,276,132,Gulab Jamun,2025-07-04,04:30:00,Delivered,866.68
207,402,48,Gulab Jamun,2025-04-18,10:30:00,Delivered,162.64
208,438,142,Gulab Jamun,2025-01-18,12:00:00,Delivered,618.91
209,268,153,Veg Biryani,2025-07-24,03:00:00,Cancelled,482.46
210,112,248,Hakka Noodles,2025-04-28,22:30:00,Pending,491.89
211,409,46,Margherita Pizza,2025-07-24,03:00:00,Delivered,752.35
212,316,48,Margherita Pizza,2025-02-11,15:00:00,Delivered,588.43
213,500,168,Veg Biryani,2025-09-19,18:00:00,Delivered,532.6
214,75,178,Margherita Pizza,2025-02-11,22:30:00,Cancelled,421.97
215,214,7,Peri Peri Fries,2025-05-04,01:30:00,Delivered,523.75
216,500,95,Veg Biryani,2025-09-17,18:00:00,Pending,80.0
217,366,60,Chicken Biryani,2025-07-15,03:00:00,Delivered,452.25
218,34,35,Peri Peri Fries,2025-11-17,06:00:00,Delivered,398.77
219,141,230,Hakka Noodles,2025-10-21,16:30:00,Delivered,523.22
220,494,191,Hakka Noodles,2025-10-26,13:30:00,Delivered,538.6
221,166,148,Hakka Noodles,2025-09-01,18:00:00,Delivered,503.04
222,396,144,Margherita Pizza,2025-02-02,16:30:00,Delivered,574.73
223,231,150,Gulab Jamun,2025-05-30,13:30:00,Delivered,430.84
224,292,164,Chicken Biryani,2025-07-14,19:30:00,Pending,80.0
225,28,19,Butter Chicken,2025-06-12,01:30:00,Delivered,80.0
226,475,130,Chicken Shawarma,2025-05-04,00:00:00,Delivered,461.12
227,295,68,Hakka Noodles,2025-11-21,19:30:00,Delivered,86.04
228,333,250,Paneer Butter Masala,2025-04-20,13:30:00,Delivered,1269.67
229,427,98,Butter Chicken,2025-05-24,12:00:00,Delivered,485.03
230,360,7,Veg Biryani,2025-11-24,12:00:00,Pending,1025.51
231,91,47,Margherita Pizza,2025-05-22,07:30:00,Delivered,169.78
232,115,177,Veg Biryani,2025-05-23,21:00:00,Delivered,722.41
233,159,206,Hakka Noodles,2025-11-20,10:30:00,Pending,455.96
234,258,43,Gulab Jamun,2025-09-20,15:00:00,Delivered,126.46
235,373,32,Hakka Noodles,2025-06-29,21:00:00,Delivered,517.78
236,338,145,Butter Chicken,2025-09-16,22:30:00,Cancelled,294.07
237,90,229,Paneer Butter Masala,2025-08-16,18:00:00,Delivered,760.95
238,245,128,Hakka Noodles,2025-10-05,00:00:00,Delivered,394.26
239,298,119,Chicken Biryani,2025-11-18,13:30:00,Delivered,251.84
240,31,14,Cheese Burst Pizza,2025-12-03,00:00:00,Delivered,734.85
241,317,81,Veg Biryani,2025-05-09,10:30:00,Delivered,973.42
242,358,160,Hakka Noodles,2025-10-23,00:00:00,Delivered,475.09
243,312,188,Butter Chicken,2025-03-21,18:00:00,Delivered,516.87
244,470,188,Peri Peri Fries,2025-06-22,21:00:00,Delivered,428.72
245,228,52,Margherita Pizza,2025-01-19,21:00:00,Delivered,276.37
246,339,245,Veg Biryani,2025-02-09,21:00:00,Delivered,514.87
247,128,194,Hakka Noodles,2025-01-04,10:30:00,Delivered,569.83
248,270,231,Butter Chicken,2025-10-29,07:30:00,Delivered,112.42
249,270,4,Peri Peri Fries,2025-02-02,19:30:00,Delivered,123.12
250,498,232,Hakka Noodles,2025-10-13,13:30:00,Delivered,264.29
251,413,222,Chicken Shawarma,2025-09-15,16:30:00,Delivered,262.08
252,209,222,Gulab Jamun,2025-05-13,19:30:00,Delivered,328.67
253,178,191,Margherita Pizza,2025-07-25,10:30:00,Cancelled,999.51
254,306,33,Peri Peri Fries,2025-01-23,18:00:00,Delivered,616.62
255,191,106,Butter Chicken,2025-10-16,19:30:00,Delivered,468.5
256,357,129,Margherita Pizza,2025-12-06,10:30:00,Delivered,541.61
257,457,97,Peri Peri Fries,2025-11-08,03:00:00,Delivered,509.64
258,449,228,Butter Chicken,2025-11-17,09:00:00,Delivered,436.14
259,68,241,Gulab Jamun,2025-11-17,03:00:00,Delivered,497.07
260,327,64,Veg Biryani,2025-04-13,21:00:00,Pending,360.98
261,267,128,Gulab Jamun,2025-02-27,09:00:00,Delivered,404.46
262,270,223,Hakka Noodles,2025-06-24,19:30:00,Delivered,477.31
263,362,37,Cheese Burst Pizza,2025-04-06,16:30:00,Delivered,543.09
264,467,206,Paneer Butter Masala,2025-07-29,01:30:00,Delivered,484.75
265,360,126,Butter Chicken,2025-04-30,03:00:00,Delivered,281.55
266,387,70,Paneer Butter Masala,2025-07-12,21:00:00,Delivered,770.25
267,128,135,Hakka Noodles,2025-11-28,22:30:00,Delivered,433.12
268,264,104,Hakka Noodles,2025-10-14,06:00:00,Delivered,296.16
269,221,152,Peri Peri Fries,2025-05-10,16:30:00,Delivered,1163.14
270,242,114,Hakka Noodles,2025-02-14,13:30:00,Delivered,80.0
271,485,196,Hakka Noodles,2025-03-08,09:00:00,Delivered,537.49
272,244,55,Peri Peri Fries,2025-05-04,12:00:00,Cancelled,437.66
273,427,121,Margherita Pizza,2025-03-23,00:00:00,Delivered,880.43
274,393,217,Butter Chicken,2025-12-01,09:00:00,Delivered,848.13
275,19,123,Chicken Biryani,2025-01-08,19:30:00,Delivered,631.4
276,396,3,Paneer Butter Masala,2025-10-17,12:00:00,Pending,550.82
277,155,92,Chicken Biryani,2025-08-13,18:00:00,Delivered,268.46
278,229,151,Chicken Biryani,2025-07-25,04:30:00,Delivered,808.22
279,368,164,Peri Peri Fries,2025-04-11,04:30:00,Delivered,448.49
280,58,185,Margherita Pizza,2025-01-05,03:00:00,Delivered,846.85
281,281,119,Cheese Burst Pizza,2025-01-15,12:00:00,Delivered,563.77
282,45,176,Chicken Biryani,2025-05-15,18:00:00,Delivered,390.72
283,102,141,Chicken Biryani,2025-03-15,01:30:00,Delivered,682.8
284,48,61,Chicken Shawarma,2025-05-15,21:00:00,Delivered,475.46
285,50,214,Peri Peri Fries,2025-09-20,21:00:00,Delivered,428.83
286,81,217,Chicken Shawarma,2025-04-04,07:30:00,Delivered,488.3
287,300,247,Peri Peri Fries,2025-10-22,21:00:00,Delivered,678.81
288,59,235,Peri Peri Fries,2025-09-08,10:30:00,Delivered,627.79
289,161,152,Gulab Jamun,2025-06-04,12:00:00,Pending,281.47
290,103,171,Cheese Burst Pizza,2025-06-16,06:00:00,Delivered,842.05
291,334,101,Veg Biryani,2025-06-21,04:30:00,Delivered,244.03
292,412,116,Butter Chicken,2025-12-04,13:30:00,Cancelled,500.03
293,274,33,Paneer Butter Masala,2025-04-21,01:30:00,Cancelled,386.15
294,183,78,Chicken Biryani,2025-08-08,15:00:00,Delivered,679.86
295,417,24,Hakka Noodles,2025-05-04,10:30:00,Delivered,399.83
296,116,150,Hakka Noodles,2025-05-28,15:00:00,Delivered,800.17
297,362,52,Paneer Butter Masala,2025-02-24,18:00:00,Delivered,751.9
298,399,243,Chicken Biryani,2025-08-27,06:00:00,Delivered,352.5
299,445,101,Chicken Biryani,2025-08-04,12:00:00,Delivered,749.82
300,267,116,Peri Peri Fries,2025-03-24,00:00:00,Delivered,871.51
301,164,123,Veg Biryani,2025-04-02,06:00:00,Delivered,619.4
302,143,215,Chicken Biryani,2025-06-19,07:30:00,Delivered,600.89
303,437,6,Gulab Jamun,2025-05-26,06:00:00,Delivered,555.58
304,318,147,Veg Biryani,2025-04-19,07:30:00,Delivered,649.24
305,304,76,Cheese Burst Pizza,2025-04-11,07:30:00,Delivered,456.9
306,94,90,Paneer Butter Masala,2025-06-10,04:30:00,Delivered,343.4
307,250,157,Cheese Burst Pizza,2025-08-02,19:30:00,Delivered,730.78
308,399,123,Cheese Burst Pizza,2025-08-08,19:30:00,Delivered,697.94
309,447,64,Paneer Butter Masala,2025-05-30,19:30:00,Delivered,472.27
310,497,142,Veg Biryani,2025-08-22,10:30:00,Delivered,519.17
311,343,81,Hakka Noodles,2025-06-29,09:00:00,Delivered,561.2
312,427,158,Gulab Jamun,2025-03-14,12:00:00,Delivered,908.84
313,306,71,Gulab Jamun,2025-10-31,09:00:00,Delivered,233.76
314,316,149,Butter Chicken,2025-01-16,03:00:00,Delivered,593.35
315,240,65,Chicken Biryani,2025-06-11,21:00:00,Cancelled,579.35
316,59,113,Chicken Shawarma,2025-03-08,10:30:00,Delivered,754.63
317,15,102,Paneer Butter Masala,2025-09-28,06:00:00,Delivered,419.02
318,285,4,Hakka Noodles,2025-06-12,04:30:00,Delivered,456.36
319,203,174,Chicken Shawarma,2025-02-27,10:30:00,Cancelled,741.97
320,237,136,Cheese Burst Pizza,2025-11-30,21:00:00,Delivered,326.25
321,466,146,Hakka Noodles,2025-01-01,07:30:00,Delivered,763.33
322,296,244,Veg Biryani,2025-01-30,04:30:00,Delivered,368.42
323,287,60,Paneer Butter Masala,2025-09-18,15:00:00,Delivered,367.78
324,73,45,Margherita Pizza,2025-01-01,04:30:00,Delivered,612.43
325,214,72,Margherita Pizza,2025-02-10,07:30:00,Delivered,479.72
326,11,95,Chicken Biryani,2025-01-08,07:30:00,Cancelled,582.18
327,337,31,Hakka Noodles,2025-07-03,00:00:00,Delivered,691.14
328,225,156,Hakka Noodles,2025-06-09,10:30:00,Delivered,823.45
329,318,120,Margherita Pizza,2025-11-12,03:00:00,Delivered,303.17
330,203,240,Gulab Jamun,2025-09-26,01:30:00,Delivered,503.29
331,231,64,Butter Chicken,2025-02-22,21:00:00,Cancelled,538.85
332,392,165,Chicken Shawarma,2025-06-22,15:00:00,Delivered,763.67
333,51,67,Cheese Burst Pizza,2025-12-11,10:30:00,Delivered,504.89
334,57,109,Margherita Pizza,2025-03-13,07:30:00,Delivered,267.97
335,132,207,Chicken Biryani,2025-04-24,03:00:00,Delivered,454.79
336,420,68,Cheese Burst Pizza,2025-02-15,04:30:00,Delivered,315.49
337,403,35,Chicken Biryani,2025-01-15,00:00:00,Delivered,433.94
338,280,98,Chicken Biryani,2025-10-17,04:30:00,Delivered,381.88
339,297,36,Hakka Noodles,2025-09-21,00:00:00,Delivered,375.28
340,305,185,Peri Peri Fries,2025-10-18,21:00:00,Cancelled,688.53
341,466,198,Cheese Burst Pizza,2025-05-09,00:00:00,Delivered,204.89
342,225,132,Veg Biryani,2025-10-24,19:30:00,Delivered,681.22
343,174,49,Chicken Shawarma,2025-10-03,22:30:00,Delivered,873.98
344,292,222,Cheese Burst Pizza,2025-04-09,07:30:00,Cancelled,688.4
345,266,167,Margherita Pizza,2025-04-25,06:00:00,Delivered,464.04
346,247,18,Chicken Shawarma,2025-04-30,19:30:00,Delivered,701.35
347,78,60,Veg Biryani,2025-09-22,15:00:00,Delivered,224.85
348,135,86,Peri Peri Fries,2025-05-07,15:00:00,Cancelled,455.05
349,140,138,Paneer Butter Masala,2025-08-23,00:00:00,Delivered,356.14
350,342,113,Cheese Burst Pizza,2025-02-26,07:30:00,Delivered,565.85
351,253,221,Peri Peri Fries,2025-10-27,01:30:00,Delivered,406.04
352,475,23,Peri Peri Fries,2025-05-08,10:30:00,Delivered,265.18
353,176,68,Margherita Pizza,2025-01-01,13:30:00,Delivered,337.17
354,421,59,Margherita Pizza,2025-01-17,06:00:00,Delivered,256.5
355,459,211,Veg Biryani,2025-04-15,13:30:00,Delivered,224.34
356,420,90,Cheese Burst Pizza,2025-05-19,16:30:00,Delivered,531.46
357,60,7,Cheese Burst Pizza,2025-05-09,18:00:00,Cancelled,716.41
358,461,13,Chicken Shawarma,2025-11-27,10:30:00,Delivered,656.22
359,352,131,Paneer Butter Masala,2025-08-21,01:30:00,Delivered,236.87
360,254,168,Hakka Noodles,2025-04-12,04:30:00,Delivered,321.86
361,8,11,Gulab Jamun,2025-01-21,00:00:00,Delivered,270.82
362,391,208,Butter Chicken,2025-03-25,21:00:00,Cancelled,155.95
363,107,212,Butter Chicken,2025-05-29,12:00:00,Delivered,80.0
364,171,51,Veg Biryani,2025-06-27,00:00:00,Cancelled,109.81
365,58,215,Gulab Jamun,2025-06-26,12:00:00,Delivered,587.83
366,337,151,Cheese Burst Pizza,2025-05-05,15:00:00,Delivered,457.89
367,342,32,Gulab Jamun,2025-07-04,21:00:00,Delivered,560.75
368,430,169,Veg Biryani,2025-05-08,09:00:00,Delivered,546.84
369,290,42,Cheese Burst Pizza,2025-08-07,03:00:00,Cancelled,1028.33
370,84,247,Butter Chicken,2025-08-18,19:30:00,Delivered,595.43
371,117,166,Chicken Biryani,2025-03-11,21:00:00,Delivered,656.23
