customer_id,customer_name,registration_date
247,Customer_0247,2026-05-08
248,Customer_0248,2026-05-10
249,Customer_0249,2026-05-12
250,Customer_0250,2026-05-14
251,Customer_0251,2026-05-16
252,Customer_0252,2026-05-18
253,Customer_0253,2026-05-20
254,Customer_0254,2026-05-22
255,Customer_0255,2026-05-24
256,Customer_0256,2026-05-26
257,Customer_0257,2026-05-28
258,Customer_0258,2026-05-30
259,Customer_0259,2026-06-01
260,Customer_0260,2026-06-03
261,Customer_0261,2026-06-05
262,Customer_0262,2026-06-07
263,Customer_0263,2026-06-09
264,Customer_0264,2026-06-11
265,Customer_0265,2026-06-13
266,Customer_0266,2026-06-15
267,Customer_0267,2026-06-17
268,Customer_0268,2026-06-19
269,Customer_0269,2026-06-21
270,Customer_0270,2026-06-23
271,Customer_0271,2026-06-25
272,Customer_0272,2026-06-27
273,Customer_0273,2026-06-29
274,Customer_0274,2026-07-01
275,Customer_0275,2026-07-03
276,Customer_0276,2026-07-05
277,Customer_0277,2026-07-07
278,Customer_0278,2026-07-09
279,Customer_0279,2026-07-11
280,Customer_0280,2026-07-13
281,Customer_0281,2026-07-15
282,Customer_0282,2026-07-17
283,Customer_0283,2026-07-19
284,Customer_0284,2026-07-21
285,Customer_0285,2026-07-23
286,Customer_0286,2026-07-25
287,Customer_0287,2026-07-27
288,Customer_0288,2026-07-29
289,Customer_0289,2026-07-31
290,Customer_0290,2026-08-02
291,Customer_0291,2026-08-04
292,Customer_0292,2026-08-06
293,Customer_0293,2026-08-08
294,Customer_0294,2026-08-10
295,Customer_0295,2026-08-12
296,Customer_0296,2026-08-14
297,Customer_0297,2026-08-16
298,Customer_0298,2026-08-18
299,Customer_0299,2026-08-20
300,Customer_0300,2026-08-22
301,Customer_0301,2026-08-24
302,Customer_0302,2026-08-26
303,Customer_0303,2026-08-28
304,Customer_0304,2026-08-30
305,Customer_0305,2026-09-01
306,Customer_0306,2026-09-03
307,Customer_0307,2026-09-05
308,Customer_0308,2026-09-07
309,Customer_0309,2026-09-09
310,Customer_0310,2026-09-11
311,Customer_0311,2026-09-13
312,Customer_0312,2026-09-15
313,Customer_0313,2026-09-17
314,Customer_0314,2026-09-19
315,Customer_0315,2026-09-21
316,Customer_0316,2026-09-23
317,Customer_0317,2026-09-25
318,Customer_0318,2026-09-27
319,Customer_0319,2026-09-29
320,Customer_0320,2026-10-01
321,Customer_0321,2026-10-03
322,Customer_0322,2026-10-05
323,Customer_0323,2026-10-07
324,Customer_0324,2026-10-09
325,Customer_0325,2026-10-11
326,Customer_0326,2026-10-13
327,Customer_0327,2026-10-15
328,Customer_0328,2026-10-17
329,Customer_0329,2026-10-19
330,Customer_0330,2026-10-21
331,Customer_0331,2026-10-23
332,Customer_0332,2026-10-25
333,Customer_0333,2026-10-27
334,Customer_0334,2026-10-29
335,Customer_0335,2026-10-31
336,Customer_0336,2026-11-02
337,Customer_0337,2026-11-04
338,Customer_0338,2026-11-06
339,Customer_0339,2026-11-08
340,Customer_0340,2026-11-10
341,Customer_0341,2026-11-12
342,Customer_0342,2026-11-14
343,Customer_0343,2026-11-16
344,Customer_0344,2026-11-18
345,Customer_0345,2026-11-20
346,Customer_0346,2026-11-22
347,Customer_0347,2026-11-24
348,Customer_0348,2026-11-26
349,Customer_0349,2026-11-28
350,Customer_0350,2026-11-30
351,Customer_0351,2026-12-02
352,Customer_0352,2026-12-04
353,Customer_0353,2026-12-06
354,Customer_0354,2026-12-08
355,Customer_0355,2026-12-10
356,Customer_0356,2026-12-12
357,Customer_0357,2026-12-14
358,Customer_0358,2026-12-16
359,Customer_0359,2026-12-18
360,Customer_0360,2026-12-20
361,Customer_0361,2026-12-22
362,Customer_0362,2026-12-24
363,Customer_0363,2026-12-26
364,Customer_0364,2026-12-28
365,Customer_0365,2026-12-30
366,Customer_0366,2027-01-01
367,Customer_0367,2027-01-03
368,Customer_0368,2027-01-05
369,Customer_0369,2027-01-07
370,Customer_0370,2027-01-09
371,Customer_0371,2027-01-11
372,Customer_0372,2027-01-13
373,Customer_0373,2027-01-15
374,Customer_0374,2027-01-17
375,Customer_0375,2027-01-19
376,Customer_0376,2027-01-21
377,Customer_0377,2027-01-23
378,Customer_0378,2027-01-25
379,Customer_0379,2027-01-27
380,Customer_0380,2027-01-29
381,Customer_0381,2027-01-31
382,Customer_0382,2027-02-02
383,Customer_0383,2027-02-04
384,Customer_0384,2027-02-06
385,Customer_0385,2027-02-08
386,Customer_0386,2027-02-10
387,Customer_0387,2027-02-12
388,Customer_0388,2027-02-14
389,Customer_0389,2027-02-16
390,Customer_0390,2027-02-18
391,Customer_0391,2027-02-20
392,Customer_0392,2027-02-22
393,Customer_0393,2027-02-24
394,Customer_0394,2027-02-26
395,Customer_0395,2027-02-28
396,Customer_0396,2027-03-02
397,Customer_0397,2027-03-04
398,Customer_0398,2027-03-06
399,Customer_0399,2027-03-08
400,Customer_0400,2027-03-10
401,Customer_0401,2027-03-12
402,Customer_0402,2027-03-14
403,Customer_0403,2027-03-16
404,Customer_0404,2027-03-18
405,Customer_0405,2027-03-20
406,Customer_0406,2027-03-22
407,Customer_0407,2027-03-24
408,Customer_0408,2027-03-26
409,Customer_0409,2027-03-28
410,Customer_0410,2027-03-30
411,Customer_0411,2027-04-01
412,Customer_0412,2027-04-03
413,Customer_0413,2027-04-05
414,Customer_0414,2027-04-07
415,Customer_0415,2027-04-09
416,Customer_0416,2027-04-11
417,Customer_0417,2027-04-13
418,Customer_0418,2027-04-15
419,Customer_0419,2027-04-17
420,Customer_0420,2027-04-19
421,Customer_0421,2027-04-21
422,Customer_0422,2027-04-23
423,Customer_0423,2027-04-25
424,Customer_0424,2027-04-27
425,Customer_0425,2027-04-29
426,Customer_0426,2027-05-01
427,Customer_0427,2027-05-03
428,Customer_0428,2027-05-05
429,Customer_0429,2027-05-07
430,Customer_0430,2027-05-09
431,Customer_0431,2027-05-11
432,Customer_0432,2027-05-13
433,Customer_0433,2027-05-15
434,Customer_0434,2027-05-17
435,Customer_0435,2027-05-19
436,Customer_0436,2027-05-21
437,Customer_0437,2027-05-23
438,Customer_0438,2027-05-25
439,Customer_0439,2027-05-27
440,Customer_0440,2027-05-29
441,Customer_0441,2027-05-31
442,Customer_0442,2027-06-02
443,Customer_0443,2027-06-04
444,Customer_0444,2027-06-06
445,Customer_0445,2027-06-08
446,Customer_0446,2027-06-10
447,Customer_0447,2027-06-12
448,Customer_0448,2027-06-14
449,Customer_0449,2027-06-16
450,Customer_0450,2027-06-18
451,Customer_0451,2027-06-20
452,Customer_0452,2027-06-22
453,Customer_0453,2027-06-24
454,Customer_0454,2027-06-26
455,Customer_0455,2027-06-28
456,Customer_0456,2027-06-30
457,Customer_0457,2027-07-02
458,Customer_0458,2027-07-04
459,Customer_0459,2027-07-06
460,Customer_0460,2027-07-08
461,Customer_0461,2027-07-10
462,Customer_0462,2027-07-12
463,Customer_0463,2027-07-14
464,Customer_0464,2027-07-16
465,Customer_0465,2027-07-18
466,Customer_0466,2027-07-20
467,Customer_0467,2027-07-22
468,Customer_0468,2027-07-24
469,Customer_0469,2027-07-26
470,Customer_0470,2027-07-28
471,Customer_0471,2027-07-30
472,Customer_0472,2027-08-01
473,Customer_0473,2027-08-03
474,Customer_0474,2027-08-05
475,Customer_0475,2027-08-07
476,Customer_0476,2027-08-09
477,Customer_0477,2027-08-11
478,Customer_0478,2027-08-13
479,Customer_0479,2027-08-15
480,Customer_0480,2027-08-17
481,Customer_0481,2027-08-19
482,Customer_0482,2027-08-21
483,Customer_0483,2027-08-23
484,Customer_0484,2027-08-25
485,Customer_0485,2027-08-27
486,Customer_0486,2027-08-29
487,Customer_0487,2027-08-31
488,Customer_0488,2027-09-02
489,Customer_0489,2027-09-04
490,Customer_0490,2027-09-06
491,Customer_0491,2027-09-08
492,Customer_0492,2027-09-10
493,Customer_0493,2027-09-12
494,Customer_0494,2027-09-14
495,Customer_0495,2027-09-16
496,Customer_0496,2027-09-18
497,Customer_0497,2027-09-20
498,Customer_0498,2027-09-22
499,Customer_0499,2027-09-24
500,Customer_0500,2027-09-26
